,S_19,big,torso,,,,,'big','torso','','',''
,S_20,short,legs,,,,,'short','legs','','',''
sloth,S_01,two,legs,wings,,,,'two','legs','wings','',''
,S_02,two,legs,birds,,,,'two','legs','birds','',''
,S_03,four,legs,standon,twol,legs,,'four','legs','standon','twol','legs'
,S_04,bearlike,short,neck,,,,'bearlike','short','neck','',''
,S_05,small,,,,,,'small','','','',''
,S_06,short,,,,,,'short','','','',''
,S_07,four,legs,situp,,,,'four','legs','situp','',''
,S_08,two,legs,,,,,'two','legs','','',''
,S_09,large,two,four,feet,,,'large','two','four','feet',''
,S_10,four,legs,low,ground,,,'four','legs','low','ground',''
,S_11,small,large,body,,,,'small','large','body','',''
,S_12,long,,,,,,'long','','','',''
,S_13,four,legs,big,belly,,,'four','legs','big','belly',''
,S_14,long,limbs,tiny,body,,,'long','limbs','tiny','body',''
,S_15,four,grasping,hands,,,,'four','grasping','hands','',''
,S_16,slim,,,,,,'slim','','','',''
,S_17,small,,furball,,,,'small','','furball','',''
,S_18,four,legs,low,ground,,,'four','legs','low','ground',''
,S_19,big,torso,,,,,'big','torso','','',''
,S_20,ovals,,,,,,'ovals','','','',''
swan,S_01,two,legs,wings,,,,'two','legs','wings','',''
,S_02,two,legs,birds,,,,'two','legs','birds','',''
,S_03,big,birds,,,,,'big','birds','','',''
,S_04,birds,long,neck,,,,'birds','long','neck','',''
,S_05,slender,,,,,,'slender','','','',''
,S_06,thin,,,,,,'thin','','','',''
,S_07,wings,,,,,,'wings','','','',''
,S_08,wings,,,,,,'wings','','','',''
,S_09,birds,,,,,,'birds','','','',''
,S_10,wings,,,,,,'wings','','','',''
,S_11,slender,neck,birds,,,,'slender','neck','birds','',''
,S_12,rectangular,,,,,,'rectangular','','','',''
,S_13,birds,long,legs,big,wings,,'birds','long','legs','big','wings'
,S_14,wings,,,,,,'wings','','','',''
,S_15,long,legs,wings,,,,'long','legs','wings','',''
,S_16,round,,,,,,'round','','','',''
,S_17,tall,,,,,,'tall','','','',''
,S_18,wings,,legs,,,,'wings','','legs','',''
,S_19,wings,,,,,,'wings','','','',''
,S_20,birdlike,,,,,,'birdlike','','','',''
zebra,S_01,large,,legs,,,,'large','','legs','',''
,S_02,four,legs,,,,,'four','legs','','',''
,S_03,four,legs,,,,,'four','legs','','',''
,S_04,horselike,,,,,,'horselike','','','',''
,S_05,four,legs,medium,size,,,'four','legs','medium','size',''
,S_06,medium ,height,,,,,'medium ','height','','',''
,S_07,four,legs,long,onground,,,'four','legs','long','onground',''
,S_08,four,legs,,,,,'four','legs','','',''
,S_09,four,legs,hooves,,,,'four','legs','hooves','',''
,S_10,equine,,,,,,'equine','','','',''
,S_11,slender,neck,,,,,'slender','neck','','',''
,S_12,rectangular,,,,,,'rectangular','','','',''
,S_13,four,legs,lean,,,,'four','legs','lean','',''
,S_14,four,legs,normal,neck,,,'four','legs','normal','neck',''
,S_15,four,legs,long,,,,'four','legs','long','',''
,S_16,round,,,,,,'round','','','',''
,S_17,tall,,,,,,'tall','','','',''
,S_18,four,legs,,,,,'four','legs','','',''
,S_19,medium,four,legs,,,,'medium','four','legs','',''
,S_20,four,long,legs,small,body,,'four','long','legs','small','body'
