,S_12,feathers,,,,,'feathers','','','',''
,S_13,feathers,,,,,'feathers','','','',''
,S_14,feathers,,,,,'feathers','','','',''
,S_15,big,feathers,,,,'big','feathers','','',''
,S_16,rough,coat,slightly,,,'rough','coat','slightly','',''
,S_17,fluff,,,,,'fluff','','','',''
,S_18,feathers,,,,,'feathers','','','',''
,S_19,coarse,hair,,,,'coarse','hair','','',''
,S_20,feathers,,,,,'feathers','','','',''
zebra,S_01,short,,fine,,,'short','','fine','',''
,S_02,fur,,,,,'fur','','','',''
,S_03,hair,,fur,,,'hair','','fur','',''
,S_04,short,fur,,,,'short','fur','','',''
,S_05,fur,,,,,'fur','','','',''
,S_06,short,fur,,,,'short','fur','','',''
,S_07,soft,fur,,,,'soft','fur','','',''
,S_08,fuzz,,,,,'fuzz','','','',''
,S_09,long,hair,,,,'long','hair','','',''
,S_10,wiry,fur,,,,'wiry','fur','','',''
,S_11,smooth,fur,,,,'smooth','fur','','',''
,S_12,fur,,,,,'fur','','','',''
,S_13,thin,fur,,,,'thin','fur','','',''
,S_14,medium,coat,hair,,,'medium','coat','hair','',''
,S_15,short,hair,,,,'short','hair','','',''
,S_16,smooth,,,,,'smooth','','','',''
,S_17,silk,,smooth,,,'silk','','smooth','',''
,S_18,coarse,hair,,,,'coarse','hair','','',''
,S_19,short,hair,thick,,,'short','hair','thick','',''
,S_20,rough,hair,,,,'rough','hair','','',''
